id,agency,date,title,category,hazard,remedy,url
26-554,CPSC,2026-06-11,The Black Sheep Fam Recalls Children’s Pajamas Due to Risk of Serious Injury or Death from Burn Hazard; Violates Mandatory Flammability Standards for Children’s Sleepwear,Other Children's Products,"The recalled children’s pajamas violate the mandatory flammability safety standard for children’s sleepwear, posing a risk of serious burn injuries or death to children.","Consumers should stop using the pajamas immediately and contact The Black Sheep Fam for a full refund. Consumers will be asked to cut the products in half and email a photo of the destroyed garment to hello@theblacksheepfam.com, then dispose of the product.",https://www.cpsc.gov/Recalls/2026/The-Black-Sheep-Fam-Recalls-Childrens-Pajamas-Due-to-Risk-of-Serious-Injury-or-Death-from-Burn-Hazard-Violates-Mandatory-Flammability-Standards-for-Childrens-Sleepwear
26-525,CPSC,2026-06-04,Little Grape Land Recalls Nursing Pillows Due to Risk of Serious Injury or Death from Suffocation; Violate Mandatory Standards for Nursing Pillows and Infant Support Cushions,Cribs & Sleep,"The recalled nursing pillows advertised for infant feeding and tummy time violate the mandatory safety standards for nursing pillows and infant support cushions because they can obstruct an infant’s breathing, posing a serious risk of injury or death from suffocation.",Consumers should stop using the recalled nursing pillows immediately and contact Little Grape Land for a full refund. Consumers will be asked to cut the pillow in half and send a photo of the destroyed pillow to recall@evermorepartner.com.,https://www.cpsc.gov/Recalls/2026/Little-Grape-Land-Recalls-Nursing-Pillows-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-Violate-Mandatory-Standards-for-Nursing-Pillows-and-Infant-Support-Cushions
26-530,CPSC,2026-06-04,TOMY Recalls Boon NURSH 8 oz Reusable Baby Bottles Due to Choking Hazard; Sold at Walmart,Feeding & High Chairs,"The hard plastic outer shell can bubble or partially peel off, resulting in loose pieces of film-like plastic that pose a choking hazard to young children.",Consumers should stop using the recalled baby bottles immediately and contact TOMY to receive a refund in the form of a $22 booninc.com store credit or a replacement set of three bottles in a different color.,https://www.cpsc.gov/Recalls/2026/TOMY-Recalls-Boon-NURSH-8-oz-Reusable-Baby-Bottles-Due-to-Choking-Hazard-Sold-at-Walmart
26-508,CPSC,2026-05-28,MiniWarGaming and Primal Horizon Disc Magnets Recalled Due to Risk of Serious Injury or Death from Ingestion; Violate Mandatory Standard for Magnets; Imported by MiniWarGaming,Toys & Games,"The magnets violate the mandatory safety standard for magnets because the high-powered magnets fit within CPSC’s small parts cylinder and are stronger than permitted, posing a deadly ingestion hazard to children.",Consumers should stop using the magnets immediately and contact MiniWarGaming for instructions on how to obtain a prepaid shipping label and return the products for a full refund.,https://www.cpsc.gov/Recalls/2026/MiniWarGaming-and-Primal-Horizon-Disc-Magnets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Ingestion-Violate-Mandatory-Standard-for-Magnets-Imported-by-MiniWarGaming
26-509,CPSC,2026-05-28,Daoen Recalls Zen Magnetic Promotional Ball Sets Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys,Toys & Games,"The recalled magnetic balls violate the mandatory standard for toys because they are loose high-powered magnets, posing an ingestion hazard to children. When high-powered magnets are swallowed, they can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should stop using the recalled magnet ball toys immediately, take them away from children and dispose of them.",https://www.cpsc.gov/Recalls/2026/Daoen-Recalls-Zen-Magnetic-Promotional-Ball-Sets-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys
26-514,CPSC,2026-05-28,Missry Associates Recalls Misco Sports Light-Up Racket Sets Due to Risk of Serious Injury or Death from Battery Ingestion; Violate Mandatory Standard for Toys,Toys & Games,"The racket sets violate the mandatory standard for toys because the screw on the racket used to secure the battery compartment does not remain attached when opened, and the button cell batteries in the shuttlecock can be easily accessed by children.","Consumers should stop using the racket set immediately, take the shuttlecock away from children and contact Missry Associates for a full refund. Consumers will be asked to dispose of the racket set with the shuttlecock in the trash and send a photo of the set in the trash to toys@misco.us.",https://www.cpsc.gov/Recalls/2026/Missry-Associates-Recalls-Misco-Sports-Light-Up-Racket-Sets-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violate-Mandatory-Standard-for-Toys
26-515,CPSC,2026-05-28,Luminous Fidget Spinner Balls Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by Anzmtosn,Toys & Games,The recalled toys violate the mandatory safety standard for toys because the mini flashlight included with the fidget spinner balls contains button cell batteries that can be easily accessed by children.,"Consumers should take the Luminous Fidget Spinner Ball’s mini flashlight away from children, stop using them immediately and contact Anzmtosn for a full refund.",https://www.cpsc.gov/Recalls/2026/Luminous-Fidget-Spinner-Balls-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Anzmtosn
26-497,CPSC,2026-05-21,ABC Trading Recalls Children’s Toys Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The recalled children’s toys violate the mandatory standard for toys because they contain button cell batteries and the compartments that hold the batteries can be easily accessed by children, posing a deadly ingestion hazard to children.",Consumers should stop using the children’s toys immediately and contact ABC Trading for a refund. Consumers will be asked to take a photo of the disposed products in the trash and email the photo to recallabc@gmail.com to receive a full refund of the retail price.,https://www.cpsc.gov/Recalls/2026/ABC-Trading-Recalls-Childrens-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys
26-499,CPSC,2026-05-21,Orb Funkee Squeeze Toys Recalled Due to Risk of Serious Injury or Death from Asbestos Exposure; Imported by The Orb Factory,Toys & Games,"The recalled Orb Funkee squeeze toys may contain fibrous tremolite (asbestos) in the sand, which can cause adverse health issues if inhaled.","Consumers should take the recalled toys away from children, stop using them immediately and contact The Orb Factory for a refund.",https://www.cpsc.gov/Recalls/2026/Orb-Funkee-Squeeze-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Asbestos-Exposure-Imported-by-The-Orb-Factory
26-501,CPSC,2026-05-21,Lil Pick Up Recalls Youth All-Terrain Vehicles (ATVs) Due to Risk of Serious Injury or Death from Crash and Burn Hazards; Violates Mandatory Standard for ATVs,"Bikes, Scooters & Ride-ons","The recalled youth ATVs violate the federal mandatory ATV safety standard, posing a risk of serious injury or death. The youth ATVs fail to meet mechanical suspension requirements, and the reverse indicator light fails to illuminate, posing a crash hazard.","Consumers should stop using the recalled youth ATVs immediately and contact Lil Pick Up for a full refund. Consumers will be asked to go to to register for the recall and receive instructions on how to return the recalled ATVs, which includes free ATV pick up and transportation.",https://www.cpsc.gov/Recalls/2026/Lil-Pick-Up-Recalls-Youth-All-Terrain-Vehicles-ATVs-Due-to-Risk-of-Serious-Injury-or-Death-from-Crash-and-Burn-Hazards-Violates-Mandatory-Standard-for-ATVs
26-502,CPSC,2026-05-21,PandaEar Recalls Portable Hook-On Chairs Due to Risk of Serious Injury or Death from Fall Hazard; Violates Mandatory Standard for Portable Hook-On Chairs,Feeding & High Chairs,"The recalled portable hook-on chairs violate the mandatory standard for portable hook-on chairs because the crotch restraints can be removed without the use of a tool and infants can fall through an opening, posing a deadly fall hazard.",Consumers should stop using the recalled portable hook-on chairs immediately and contact PandaEar to receive a full refund.,https://www.cpsc.gov/Recalls/2026/PandaEar-Recalls-Portable-Hook-On-Chairs-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-Hazard-Violates-Mandatory-Standard-for-Portable-Hook-On-Chairs
26-481,CPSC,2026-05-14,Tiyol Pull String Teething Toys Recalled Due to Risk of Serious Injury or Death from Choking; Violates Mandatory Standard for Toys; Sold on Amazon by ZW Creations,Feeding & High Chairs,"The recalled teething toys violate the mandatory standard for toys because the silicone strings are smaller and longer than permitted. The silicone strings can reach the back of the throat and become lodged, posing a risk of respiratory distress and becoming a deadly choking hazard.","Consumers should stop using the toy immediately, take it away from children and contact ZW Creations for a free replacement.",https://www.cpsc.gov/Recalls/2026/Tiyol-Pull-String-Teething-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-ZW-Creations
26-483,CPSC,2026-05-14,Missry Associates Recalls Misco Sports Badminton Toy Sets Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys,Toys & Games,The Misco Sports Badminton Toy Sets violate the safety standard for children’s toys because the shuttlecocks contain button cell batteries that can be easily accessed by children.,"Consumers should stop using the badminton toy set immediately, take the shuttlecock away from children and contact Missry Associates for a full refund. Consumers will be asked to dispose of the badminton toy set with the shuttlecock (number MT2383) in the trash and send the photo to help@misco.us.",https://www.cpsc.gov/Recalls/2026/Missry-Associates-Recalls-Misco-Sports-Badminton-Toy-Sets-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys
26-490,CPSC,2026-05-14,Guidecraft Children’s Standing Towers Recalled Due to Risk of Serious Injury from Fall Hazard,Kids Furniture & Storage,"The platform inside the recalled tower can loosen over time, causing it to become unstable or detach, and ultimately posing a fall hazard to young children.",Consumers should stop using the recalled towers immediately and contact Guidecraft for free repair parts and installation instructions.,https://www.cpsc.gov/Recalls/2026/Guidecraft-Childrens-Standing-Towers-Recalled-Due-to-Risk-of-Serious-Injury-from-Fall-Hazard
26-466,CPSC,2026-05-07,ZMC Group Recalls Multiple Light Up Toys Due to Risk of Serious Injury or Death from Battery Ingestion; Violate Mandatory Standard for Toys,Toys & Games,The recalled toys violate the mandatory safety standard for children’s toys because the toy contains button cell batteries that can be easily accessed by children.,"Consumers should stop using the toys immediately, take them away from children and contact ZMC Group for a full refund.",https://www.cpsc.gov/Recalls/2026/ZMC-Group-Recalls-Multiple-Light-Up-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violate-Mandatory-Standard-for-Toys
26-472,CPSC,2026-05-07,Rainbow Wall Toys Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Mandatory Standard for Children’s Toys; Sold on Amazon by Justforjoyful,Toys & Games,The recalled toys violate the mandatory safety standard for children’s toys because the drumstick that is attached to the xylophone component has a spherical end that can pose a choking hazard.,"Consumers should stop using the recalled toys immediately, take them away from children and contact Justforjoyful for a full refund.",https://www.cpsc.gov/Recalls/2026/Rainbow-Wall-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Mandatory-Standard-for-Childrens-Toys-Sold-on-Amazon-by-Justforjoyful
26-477,CPSC,2026-05-07,Allura Imports Recalls Youth Sweatshirts with Bobcat Logo and Drawstrings Due to Risk of Serious Injury or Death from Strangulation Hazard; Violates Federal Regulations for Children’s Upper Outerwear,Children's Clothing & Accessories,The drawstrings in the recalled clothing can get caught on objects and cause death or serious injury to children from strangulation. The sweatshirts are in violation of the federal regulations for children’s upper outerwear and present a substantial product hazard.,"Consumers should take the recalled clothing away from children immediately, remove the drawstrings to eliminate the hazard and contact Allura Imports for a full refund.",https://www.cpsc.gov/Recalls/2026/Allura-Imports-Recalls-Youth-Sweatshirts-with-Bobcat-Logo-and-Drawstrings-Due-to-Risk-of-Serious-Injury-or-Death-from-Strangulation-Hazard-Violates-Federal-Regulations-for-Childrens-Upper-Outerwear
H-0891-2026,FDA,2026-05-01,The a2 Milk Company Recalls a2 Platinum Premium infant formula Milk-based Powder with Iron 31.7oz (900g) Intended use: infant formula (0 12 months).,Feeding & High Chairs,Possible contamination with Cereulide toxin.,FDA Class I enforcement recall; status: terminated.,https://www.accessdata.fda.gov/scripts/ires/index.cfm?Event=98887
26-456,CPSC,2026-04-30,CBC Group Recalls Stephan Baby Boo Bunnie and Friends Children’s Toys Due to Risk of Serious Injury from Choking and Laceration Hazards,Toys & Games,"The toys’ plastic cube can break into small parts or sharp edges, posing a risk of serious injury from choking and laceration hazards.",Consumers should immediately stop using the recalled toys’ plastic cube and take it away from children. Consumers should contact Stephan Baby for a refund or store credit. Consumers with proof of purchase will receive a full refund.,https://www.cpsc.gov/Recalls/2026/CBC-Group-Recalls-Stephan-Baby-Boo-Bunnie-and-Friends-Childrens-Toys-Due-to-Risk-of-Serious-Injury-from-Choking-and-Laceration-Hazards
26-434,CPSC,2026-04-23,Autobrush Recalls Sonic Pro Children’s Toothbrush Boxes Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Consumer Products with Coin Batteries,Bath & Potty,"The recalled delivery boxes violate the mandatory standard for consumer products containing button cell and coin batteries because they contain a lithium coin battery that can be easily accessed by children, posing an ingestion hazard.","Consumers should stop using the boxes for the toothbrushes immediately, take them away from children and contact Autobrush for a $5 refund in the form of store credit.",https://www.cpsc.gov/Recalls/2026/Autobrush-Recalls-Sonic-Pro-Childrens-Toothbrush-Boxes-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Consumer-Products-with-Coin-Batteries
26-436,CPSC,2026-04-23,Magnetic Stick Figure Sets Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Toys; Sold on Walmart by BlissfulDestiny,Toys & Games,"The magnetic stick figures violate the mandatory standard for toys because they contain loose magnets posing an ingestion hazard to children. When high-powered magnets are swallowed, the ingested magnets can attract each other, or other metal objects and become lodged in the digestive system.",Consumers should stop using the recalled magnetic stick figures immediately and take them away from children. Contact BlissfulDestiny for information on how to receive a full refund.,https://www.cpsc.gov/Recalls/2026/Magnetic-Stick-Figure-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Toys-Sold-on-Walmart-by-BlissfulDestiny
26-437,CPSC,2026-04-23,HappyGira Recalls Sweetie Baby and Style Life Eleven Baby Loungers Due to Risk of Serious Injury or Death from Suffocation and Fall Hazards; Violates Mandatory Standard for Infant Sleep Products,Cribs & Sleep,"The baby loungers violate the mandatory standard for infant sleep products because the sides are shorter than the minimum side height limit to secure the infant and they do not have a stand, posing a fall hazard.",Consumers should stop using the baby loungers immediately and contact HappyGira for a full refund.,https://www.cpsc.gov/Recalls/2026/HappyGira-Recalls-Sweetie-Baby-and-Style-Life-Eleven-Baby-Loungers-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-and-Fall-Hazards-Violates-Mandatory-Standard-for-Infant-Sleep-Products
26-438,CPSC,2026-04-23,Cpzzkq Baby Loungers Recalled Due to Risk of Serious Injury or Death from Suffocation Hazard; Violates Mandatory Standard for Infant Support Cushions; Sold on Amazon by CetoPMax,Cribs & Sleep,"The recalled baby loungers violate the mandatory safety standard for infant support cushions because the padding can obstruct an infant’s breathing, posing a serious risk of injury or deadly suffocation hazard.","Consumers should stop using the baby loungers immediately and contact CetoPMax for a refund. Consumers will be asked to remove the foam and pad from the baby lounger’s cover and cut the cover, foam and pad in half.",https://www.cpsc.gov/Recalls/2026/Cpzzkq-Baby-Loungers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-Hazard-Violates-Mandatory-Standard-for-Infant-Support-Cushions-Sold-on-Amazon-by-CetoPMax
26-439,CPSC,2026-04-23,Lil Pick Up Recalls Youth All-Terrain Vehicles (ATVs) Due to Risk of Serious Injury or Death from Crash and Burn Hazards; Violates Mandatory Standard for ATVs; One Death Reported,"Bikes, Scooters & Ride-ons",The recalled youth ATVs fail to comply with the requirements of the federal mandatory ATV safety standard posing a risk of serious injury or death.,"Consumers should stop using the recalled youth ATVs immediately and contact Lil Pick Up for a full refund. Consumers should go to to register for the recall and receive instructions on how to return the recalled ATVs, which includes free ATV pick up and transportation.",https://www.cpsc.gov/Recalls/2026/Lil-Pick-Up-Recalls-Youth-All-Terrain-Vehicles-ATVs-Due-to-Risk-of-Serious-Injury-or-Death-from-Crash-and-Burn-Hazards-Violates-Mandatory-Standard-for-ATVs-One-Death-Reported
26-440,CPSC,2026-04-23,KMUYSL Big Red Barn Farm Animal Playsets Recalled Due to Risk of Serious Injury or Death from Choking; Violates Small Parts Ban; Sold on Amazon by MISSJUNE,Toys & Games,"The recalled children’s toys violate the small parts ban because the toy is intended for children under three years of age and the fence handles can detach from the toy, posing a deadly choking hazard.","Consumers should stop using the recalled toys immediately, take them away from children and contact MISSJUNE for a full refund.",https://www.cpsc.gov/Recalls/2026/KMUYSL-Big-Red-Barn-Farm-Animal-Playsets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Violates-Small-Parts-Ban-Sold-on-Amazon-by-MISSJUNE
26-408,CPSC,2026-04-16,Sanlebi Pet Vet Playsets Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by Letokids,Toys & Games,The Pet Vet Playset violates the mandatory standard for toys because the button cell batteries in the nail grinder and otoscope can be easily accessed by children.,"Consumers should take away the nail grinder and otoscope from children immediately, stop using them and remove and properly dispose of the batteries.",https://www.cpsc.gov/Recalls/2026/Sanlebi-Pet-Vet-Playsets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Letokids
26-411,CPSC,2026-04-16,ATOYUS Children’s Activity Cubes Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban and Mandatory Standard for Toys; Sold on Amazon by Melofaver US,Toys & Games,The recalled toys violate the small parts ban because the toys are intended for children under three and the toys’ xylophone screws and clock hands can detach.,"Consumers should immediately stop using the recalled toys, take them away from children and contact Melofaver US for a full refund.",https://www.cpsc.gov/Recalls/2026/ATOYUS-Childrens-Activity-Cubes-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban-and-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Melofaver-US
26-414,CPSC,2026-04-16,Mini Round Toddler Trampolines Recalled Due to Strangulation Hazard; Risk of Serious Injury or Death; Manufactured by SEGMART,Toys & Games,"Young children can become entangled in the straps of the hammock, punching bag and hand ring accessories, posing a strangulation hazard, which can result in serious injury or death.","Consumers should remove the hammock, punching bag, hand ring and basketball board accessories immediately before continuing to use the trampoline. SEGMART will provide a $30 refund to consumers who remove and destroy the hammock, punching bag, hand ring and basketball board accessories.",https://www.cpsc.gov/Recalls/2026/Mini-Round-Toddler-Trampolines-Recalled-Due-to-Strangulation-Hazard-Risk-of-Serious-Injury-or-Death-Manufactured-by-SEGMART
26-424,CPSC,2026-04-16,ZMC Group Recalls LED Finger Beam Lights Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The recalled toys violate the safety standard for children’s toys because the toy contains button cell batteries that can be easily accessed by children. If button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, including internal chemical burns, and death.","Consumers should take the LED Finger Beam Lights away from children, stop using them immediately and contact ZMC Group for full refund or a replacement product. Consumers should remove the batteries, break each component in half and submit a photo of the destroyed pieces to recallzmctoy@gmail.com.",https://www.cpsc.gov/Recalls/2026/ZMC-Group-Recalls-LED-Finger-Beam-Lights-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys
26-427,CPSC,2026-04-16,Montessori Toy Sets Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Mandatory Standard for Teething Toys; Sold on Amazon by SpringFlower,Feeding & High Chairs,The Montessori toy sets contain an airplane shaped teething toy that has tentacle ends that can pose a choking hazard to young children. The toys also violate the teething toy provision of the mandatory standard for toys.,Consumers should stop using the Montessori toy sets immediately and take them away from children and contact SpringFlower for a free replacement part or a refund.,https://www.cpsc.gov/Recalls/2026/Montessori-Toy-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Mandatory-Standard-for-Teething-Toys-Sold-on-Amazon-by-SpringFlower
26-428,CPSC,2026-04-16,JC Sales Recalls Lil' Buddies Pet Laser Toys Due to Risk of Serious Injury or Death from Battery Ingestion Hazard; Violates Mandatory Standard for Consumer Products with Button Cell Batteries,Toys & Games,"The recalled pet toys violate the mandatory standard for consumer products with button cell and coin batteries because the battery compartment is not secure, making the button cell batteries easily accessible to children, posing a deadly ingestion hazard.","Consumers should stop using the recalled pet toys, place them in an area that children cannot access and properly dispose of the batteries. Contact JC Sales for a full refund. Customers will be asked to email a photograph of the disposed items to Recall@jcsales.net.",https://www.cpsc.gov/Recalls/2026/JC-Sales-Recalls-Lil-Buddies-Pet-Laser-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Hazard-Violates-Mandatory-Standard-for-Consumer-Products-with-Button-Cell-Batteries
26C003000,NHTSA,2026-04-03,"Graco Children's Products, Inc. Recalls Child Restraints: Child Seat May Detach from Base/FMVSS 213",Car Seats,An infant seat carrier that detaches in a crash increases the risk of injury.,"Owners are advised to follow the instructions for installing the child seat with the vehicle seat belt (without the base) until the replacement seat arrives. Graco will replace the child seat, free of charge. Owner notification letters were mailed May 22, 2026.",https://www.nhtsa.gov/recalls?nhtsaId=26C003000
26-365,CPSC,2026-04-02,Children’s Toys Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violates the Small Ball Ban; Sold on Amazon by Beestech,Toys & Games,"The recalled spiral tower toy sets violate the standard for toys because they contain small balls and are intended for children under three years of age, posing a deadly choking hazard.",Consumers should take the toys away from children immediately and contact Beestech for a full refund. Consumers will be asked to write “Recalled” with permanent marker on the toy and send a photo of the marked toy to beestechballtowerrecall@hotmail.com.,https://www.cpsc.gov/Recalls/2026/Childrens-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violates-the-Small-Ball-Ban-Sold-on-Amazon-by-Beestech
26-368,CPSC,2026-04-02,Gavoyeat Halloween Light-Up Rings Recalled Due to Risk of Serious Injury or Death from Battery Ingestion Hazard; Violates Mandatory Standard for Toys; Sold on Amazon by CSZWEICD,Toys & Games,The recalled light-up rings violate the mandatory safety standard for toys because the battery compartment within the LED light ring contains button cell batteries that can be easily accessed by children.,"Consumers should take the recalled light-up rings from children, stop using the recalled toys immediately and remove and properly dispose of the batteries. Consumers will be asked to throw away the light-up rings and send a photo of the disposed product to recalledgavoyeat@yeah.net.",https://www.cpsc.gov/Recalls/2026/Gavoyeat-Halloween-Light-Up-Rings-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Hazard-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-CSZWEICD
26-369,CPSC,2026-04-02,Coluans Christmas Light-Up Rings Recalled Due to Risk of Serious Injury or Death from Battery Ingestion Hazard; Violates Mandatory Standard for Toys; Sold on Amazon by BUDI Official,Toys & Games,The recalled light-up rings violate the mandatory safety standard for toys because the battery compartment within the LED light ring contains button cell batteries that can be easily accessed by children.,"Consumers should take the recalled light-up rings away from children, stop using them immediately and remove and properly dispose of the batteries. Consumers will be asked to throw away the light-up rings and send a photo of the disposed product to BUDIrecall@outlook.com for a full refund.",https://www.cpsc.gov/Recalls/2026/Coluans-Christmas-Light-Up-Rings-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Hazard-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-BUDI-Official
26-342,CPSC,2026-03-26,AirClub Convertible Bassinets Recalled Due to Risk of Serious Injury or Death from Fall Hazard; Violates Mandatory Standard for Bedside Sleepers,Cribs & Sleep,"The recalled convertible bassinets violate the mandatory standard for sleepers because the mechanism used to attach the product to the adult bed creates an opening between the bedside sleeper and mattress, posing a deadly fall hazard to infants.",Consumers should stop using the recalled AirClub convertible bassinets immediately and contact AirClub for a replacement attachment mechanism.,https://www.cpsc.gov/Recalls/2026/AirClub-Convertible-Bassinets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-Hazard-Violates-Mandatory-Standard-for-Bedside-Sleepers
26-345,CPSC,2026-03-26,GLMZZ Fidget Magnet Ball Toys Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The magnet ball toys violate the standard for toys because they are high-powered magnets, posing an ingestion hazard to children. When high-powered magnets are swallowed, they can attract each other, or other metal objects, and become lodged in the digestive system.","Consumers should stop using the recalled magnet ball toys immediately, take them away from children, and contact GLMZZ to receive a full refund. Consumers will be asked to throw the magnet ball toys away and email photo of the disposal to GLMZZrecall@outlook.com.",https://www.cpsc.gov/Recalls/2026/GLMZZ-Fidget-Magnet-Ball-Toys-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys
26-332,CPSC,2026-03-19,Infant Walkers Recalled Due to Risk of Serious Injury or Death from Fall Hazard; Violate Mandatory Standard for Infant Walkers; Sold on Amazon by Goregent Official Store,Strollers & Carriers,"The recalled infant walkers violate the mandatory standard for walkers because they can fit through a standard doorway and fail to stop at the edge of a step, posing a risk of serious injury or death due to a fall hazard.",Consumers should immediately stop using the recalled infant walkers and contact Goregent Official Store for a full refund.,https://www.cpsc.gov/Recalls/2026/Infant-Walkers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fall-Hazard-Violate-Mandatory-Standard-for-Infant-Walkers-Sold-on-Amazon-by-Goregent-Official-Store
26-319,CPSC,2026-03-12,Stoney Games Recalls Kluster Magnet Chess Games Due to Risk of Serious Injury or Death from Magnet Ingestion; Violates Mandatory Standard for Toys,Toys & Games,"The recalled magnet games violate the mandatory standard for toys because they contain loose high-powered magnets that fit within CPSC’s small parts cylinder, posing an ingestion hazard to children.","Consumers should immediately stop using the recalled magnet games, take them away from children and contact Stoney Games for instructions on how to dispose of the recalled magnets and receive replacement magnets that are not small parts.",https://www.cpsc.gov/Recalls/2026/Stoney-Games-Recalls-Kluster-Magnet-Chess-Games-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violates-Mandatory-Standard-for-Toys
26-309,CPSC,2026-03-05,Unique Brands Com Recalls Forever 21 Pajama Pants Due to Risk of Serious Injury or Death from Burn Hazard; Violates Mandatory Flammability Standards for Children’s Sleepwear,Other Children's Products,"The recalled children’s pajama pants violate the mandatory standards for flammability of children’s sleepwear, posing a burn hazard and risk of serious injury or death to children.",Consumers should stop using the recalled pajama pants immediately and contact Unique Brands Com for a full refund. Consumers will be provided with a prepaid shipping label to return the recalled kids pajama pants.,https://www.cpsc.gov/Recalls/2026/Unique-Brands-Com-Recalls-Forever-21-Pajama-Pants-Due-to-Risk-of-Serious-Injury-or-Death-from-Burn-Hazard-Violates-Mandatory-Flammability-Standards-for-Childrens-Sleepwear
26-315,CPSC,2026-03-05,HALO Dream Recalls Magic Sleepsuits Due to Choking Hazard,Cribs & Sleep,"The zipper head can detach from certain sleepsuits, posing a choking hazard to infants.",Consumers should stop using the recalled HALO Magic Sleepsuit immediately and go to the firm’s website at to participate in the recall.,https://www.cpsc.gov/Recalls/2026/HALO-Dream-Recalls-Magic-Sleepsuits-Due-to-Choking-Hazard
26-317,CPSC,2026-03-05,Cubimana Island Storm 3 In 1 Building Sets Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold on Amazon by RBS Toys,Toys & Games,The Island Storm Building Sets violate the mandatory safety standard for toys because the battery compartment within the LED light piece contains button cell batteries that can be easily accessed by children.,"Consumers should take the Island Storm 3 In 1 Building Sets away from children immediately, stop using the recalled toys and remove and properly dispose of the batteries.",https://www.cpsc.gov/Recalls/2026/Cubimana-Island-Storm-3-In-1-Building-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-RBS-Toys
